# seed=42
Laser Power, Material Start, Material End
5.669922837944745879e+02,7.715718154213264679e-01,9.458016860588023267e-01
6.740758089042154779e+02,2.571545319314558764e-01,9.476477234016538187e-01
6.063191847850459908e+02,1.702794362275621143e-01,9.135920559280538700e-02
6.637835447880891024e+02,4.998894591809975863e-01,7.952852607529958817e-01
5.534411156936071166e+02,5.147790298653164287e-01,5.158921940465518996e-02
6.754669807281622980e+02,1.214066675816088958e-02,1.698003378856464407e-01
5.553355582262267944e+02,5.517693471237780090e-01,3.687608614873793544e-01
6.933268186214743309e+02,8.622952353641394341e-01,3.284914569701242182e-01
4.181081146850571599e+02,2.549478789462279460e-01,2.020066455769616853e-01
5.115734949382335230e+02,9.931974700716277304e-01,5.953521266621247809e-01
4.732308127007723897e+02,3.108462780830048011e-01,6.743876180691105171e-01
6.962977952838048168e+02,7.380427317121991404e-01,8.270027209062473794e-01
5.653037967542376236e+02,3.005823054290852545e-02,9.992385352775656759e-01
6.175614849852670432e+02,7.188304945943900792e-01,6.197438947789044583e-01
5.852073486241529281e+02,8.536135833551097285e-01,3.057934330417858559e-01
6.136803132362014139e+02,8.908213376677450723e-01,6.672826544169442320e-01
4.621547983735799789e+02,7.131369619926253289e-01,7.547337016357105188e-01
5.980439383651065555e+02,3.361344407606860485e-01,6.912170160409386588e-01
6.668024425242413145e+02,2.430979069996294928e-01,6.864131539143014833e-03
6.613229092531300921e+02,7.926824931803665431e-01,5.128912019532405608e-01
4.310075706719835580e+02,6.093085383884747630e-01,3.072428144248804949e-01
6.099432161390503779e+02,4.136678747351720808e-01,5.005537723957091956e-01
4.135665419730867711e+02,4.435709220548796905e-01,6.087465517885028154e-02
6.671466762745159258e+02,3.794851552753092383e-01,9.423464202361525599e-01
6.940434970842250095e+02,5.848052109418523381e-01,6.806621046820169330e-01
6.429684544058061419e+02,1.541089602179561979e-01,2.752150305314701173e-01
4.246456597596727534e+02,2.248420449504995033e-01,2.179907624023133539e-01
6.321768748004059262e+02,1.286391623886601610e-01,4.887466397233613397e-02
4.419840805376763910e+02,5.105130800775552480e-01,8.302957093258616084e-01
6.049021495105364465e+02,2.770684851192854459e-01,1.959890537823307521e-01
5.171280101725038776e+02,9.338567866507789875e-03,4.582424727604348935e-01
6.115761636474651368e+02,1.768698441787385778e-01,8.145931642360135227e-02
5.805036470124490506e+02,3.624501841932373791e-01,5.150068190423074954e-01
4.278781072457486516e+02,8.600691680930365735e-01,7.740728401755556654e-01
5.632866147269785415e+02,5.956247814144699504e-01,9.588114546113968295e-01
6.748731115452067115e+02,8.952510721271020877e-01,9.957977876681288754e-01
5.195134222586560782e+02,6.150364728972756989e-01,6.488712146392816571e-01
6.796107134222093009e+02,5.878557713901185616e-02,8.091500412286677379e-01
5.179780093792917341e+02,3.211647614146919127e-01,7.217632018336427313e-01
4.346177220289540628e+02,9.222513314873304058e-01,8.395205928894408642e-02
6.684877255337396491e+02,3.750726485706369906e-01,4.606197464608430825e-01
4.377019649799103149e+02,2.706633385184097351e-01,6.572465319842503151e-01
4.446287711330982120e+02,5.939198099802543984e-01,8.030765456056309093e-01
5.382866494636105017e+02,7.075713471942900457e-01,2.572075269164176073e-02
4.004869154181926092e+02,3.853117178438733026e-01,5.198063797013899867e-01
5.860316081225622611e+02,4.891900118770083905e-01,1.663820607949864916e-01
5.014153497261347070e+02,9.118385294399945495e-01,3.466966610641299962e-01
5.680771545479552742e+02,9.707315311320664497e-01,2.231419477572851862e-01
5.347413541854172081e+02,7.592820222798528362e-02,1.309307984974214523e-01
4.613765217978223063e+02,8.013964702666060980e-01,3.661940216931877101e-01
6.549729311525744606e+02,7.861282517959777838e-01,4.503250485124244973e-01
5.487294973706484598e+02,1.478803513253654223e-01,8.323305846713461298e-01
6.309065453974152433e+02,4.289302036940482732e-01,5.981685102842425605e-01
6.414595311318703352e+02,9.972055333970543112e-01,4.971099678902919927e-01
6.837621296975776204e+02,1.060624953572767981e-01,9.913786916298378271e-01
5.234863819049962785e+02,4.342790539631920937e-02,1.740712536102170527e-01
5.337434283679071996e+02,6.322653939189977201e-01,5.505843122111970800e-01
4.835019884925045517e+02,5.540482049192642089e-01,4.743156906889662294e-01
5.776339705892332859e+02,5.737461294864181216e-01,3.244084228696660910e-01
6.018725945835512903e+02,2.909130088098402789e-01,9.242021568473589577e-01
5.302169177088119341e+02,9.025903233539136483e-01,6.710341232210564888e-01
4.201261576852588746e+02,8.722731708555363228e-02,3.192768019408546709e-01
5.791650958949893493e+02,4.118204935294975666e-01,7.518451278294790985e-01
5.561320780936766823e+02,6.931078542141595467e-01,5.781386310229107428e-01
5.076326673948436223e+02,8.859296480356312342e-01,6.016849533173650455e-01
4.928765081241921848e+02,4.920485279512207266e-01,6.855625915476967203e-01
5.268905465942272031e+02,1.581276461367196184e-01,5.404561454017128841e-02
6.818581837387698670e+02,2.990176471249991752e-02,6.636927963349245063e-01
6.561620029127784619e+02,6.360975151781532444e-02,4.948628605705925332e-01
4.828525307222225820e+02,6.809255622326113588e-01,3.827480208866018696e-01
6.656788796490343429e+02,5.183988327586522837e-01,5.647644221829888345e-01
5.506815179024843019e+02,8.021023137859885077e-01,9.793041984484868179e-01
6.681456525648786737e+02,3.655481420841664164e-01,5.891243168686483012e-01
6.892325838089052468e+02,7.752433803552531977e-01,2.844584535726692454e-01
6.222757139846976315e+02,9.436343824591379992e-01,3.493585317620930830e-01
6.456080848689863387e+02,8.046542932106302004e-01,5.291304805063818950e-01
4.226628126384027269e+02,1.565561864409746318e-01,2.766225391677457068e-02
4.969379995063966931e+02,4.820103702143407887e-01,3.350274387746588478e-01
4.429132320515561219e+02,9.471564678745709731e-01,1.518663484905970751e-01
4.206442260213102031e+02,7.535440644555536638e-01,1.327247820395419109e-01
5.464619467770455685e+02,7.730488776535340278e-01,9.879338362851555755e-03
5.293430980818947091e+02,7.007241265115067286e-01,6.122875419924067586e-01
5.406213607342768910e+02,5.330465273032819473e-02,1.267494081126760083e-02
